player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Nick Woltemade,Newcastle,FWD,7.4,32,8,6.4,17.8,4,0,393,4,2,0,0,0,0,0,0,6,142.4,38.3,141.0,32.4,7.0,0,0.9,4.3,2349677,262673,526225,13670,0.4,-0.4,0.1,-0.1,2.64,0.2,2.84,3.6,5,6,4,11,21,4.81,,82,9,204,17,31,14,65,11,,,,,,,0.6,0.0,0.05,0.65,0.82,0.46,26,10,11,4,6,2,19,4,1.15,0.92
Tijjani Reijnders,Man City,MID,5.7,32,1,4.0,30.8,1,2,665,3,6,0,0,0,0,1,0,2,135.4,158.2,136.0,43.1,2.0,1,0.4,5.6,3044234,1852993,23980,205254,0.2,-0.2,-0.1,0.1,1.29,0.56,1.85,8.22,8,6,15,23,44,5.95,,90,27,32,28,34,17,28,20,,,,,,,0.17,0.0,0.08,0.25,1.11,0.81,124,81,184,87,83,30,10,4,1.08,0.41
Cristian Romero,Spurs,DEF,5.1,32,0,4.6,6.4,0,1,630,3,5,0,0,0,0,3,0,3,150.8,29.2,50.0,22.9,1.0,1,0.2,6.3,667938,432531,2164,78911,0.1,-0.1,0.0,0.0,0.1,0.25,0.35,8.83,7,15,40,25,55,7.86,Muscle injury - 50% chance of playing,71,33,237,71,147,30,135,46,,,,,,,0.01,0.0,0.04,0.05,1.26,0.71,237,35,259,90,44,20,61,19,1.0,0.43
Pedro Neto,Chelsea,MID,7.0,32,12,4.0,4.6,2,1,585,3,5,0,0,0,0,0,0,1,144.2,202.4,109.0,45.6,5.3,1,0.8,4.6,532059,512239,114680,7858,0.0,0.0,0.0,0.0,0.78,1.69,2.47,7.88,8,4,6,17,27,4.15,,80,24,15,15,50,28,23,17,1.0,,,,,,0.12,0.0,0.26,0.38,1.21,0.77,34,20,39,17,85,31,78,24,1.23,0.46
Jordan Pickford,Everton,GKP,5.5,32,2,4.0,10.1,0,0,720,2,9,0,1,0,22,0,0,3,217.8,0.0,0.0,21.8,2.3,1,0.4,5.8,381633,535169,6374,22226,0.0,0.0,0.0,0.0,0.0,0.06,0.06,12.26,8,1,14,60,0,0.0,,16,3,725,85,723,84,143,3,,,,,,,0.0,2.75,0.01,0.01,1.53,1.12,138,3,150,12,81,8,40,7,1.0,0.25
Micky Van de Ven,Spurs,DEF,4.8,32,0,4.0,32.1,1,0,709,3,7,0,0,0,0,2,0,2,149.2,30.9,54.0,23.4,1.3,1,0.3,6.7,1783217,1053013,16894,144285,0.3,-0.3,0.0,0.0,0.79,0.17,0.96,9.15,8,8,35,32,43,5.46,,73,35,226,65,134,26,131,43,,,,,,,0.1,0.0,0.02,0.12,1.16,0.89,375,66,226,78,77,34,8,2,1.02,0.38
Pedro Pedro Porro,Spurs,DEF,5.6,31,1,3.9,20.4,0,1,635,3,6,0,0,0,0,1,0,0,136.0,183.0,25.0,34.6,3.0,0,0.5,5.5,1119637,1306585,10503,79689,0.1,-0.1,0.0,0.0,0.11,0.91,1.02,8.12,7,13,36,30,49,6.94,,89,42,26,3,233,70,56,10,1.0,,2.0,,,,0.02,0.0,0.13,0.15,1.15,0.85,133,13,114,43,89,41,17,8,0.99,0.43
Lucas L.Paquetá,West Ham,MID,5.9,31,2,3.9,3.0,2,0,697,1,18,0,0,0,0,2,0,2,182.8,195.8,88.0,46.8,2.3,0,0.4,5.3,557654,393164,12007,16137,-0.1,0.1,0.0,0.0,1.6,0.94,2.54,13.05,8,20,16,38,74,9.56,,42,14,20,19,74,46,18,13,,,1.0,,1.0,,0.21,0.0,0.12,0.33,1.69,2.32,103,70,154,73,90,32,105,36,1.03,0.13
Nico O’Reilly,Man City,DEF,4.9,31,11,4.4,0.9,0,1,474,4,2,0,0,0,0,2,0,2,115.4,90.0,33.0,23.8,6.0,0,1.2,6.3,117839,32119,24871,2205,-0.1,0.1,0.0,0.0,0.35,0.41,0.76,5.8,5,19,21,21,40,7.59,,119,57,84,20,202,52,129,42,,,,,,,0.07,0.0,0.08,0.15,1.1,0.38,338,57,23,10,60,27,181,68,0.95,0.76
Danny Welbeck,Brighton,FWD,6.3,31,13,3.9,3.2,4,0,454,0,9,0,0,1,0,2,0,6,148.0,71.0,134.0,35.0,8.3,2,1.3,4.9,288529,426028,99319,9208,-0.2,0.2,0.0,0.0,3.02,0.44,3.46,7.12,5,5,4,8,17,3.37,,76,8,114,8,38,16,55,9,,,1.0,,1.0,,0.6,0.0,0.09,0.69,1.41,1.78,68,22,6,2,91,10,103,17,0.99,0.0
William Saliba,Arsenal,DEF,6.0,31,6,4.4,12.6,0,0,499,4,1,0,0,0,0,0,0,1,125.8,22.0,10.0,15.8,4.3,0,0.7,5.2,673418,1087327,16791,21030,0.0,0.0,0.0,0.0,0.13,0.17,0.3,3.71,6,8,36,25,44,7.94,,100,48,263,85,298,101,207,69,,,,,,,0.02,0.0,0.03,0.05,0.67,0.18,87,5,64,27,64,29,32,12,1.08,0.72
Matty Cash,Aston Villa,DEF,4.6,31,2,3.9,5.0,1,0,696,2,7,0,0,0,0,2,0,2,156.8,102.5,33.0,29.4,2.0,1,0.4,6.7,619463,359129,6561,26159,0.1,-0.1,0.0,0.0,0.12,0.59,0.71,9.6,8,14,32,21,46,5.95,,63,28,68,17,201,51,85,25,,,,,,,0.02,0.0,0.08,0.1,1.24,0.91,386,68,163,63,88,40,74,26,1.03,0.26
Dominik Szoboszlai,Liverpool,MID,6.5,31,4,3.9,3.7,1,0,720,2,11,0,0,0,0,2,0,4,165.0,208.9,88.0,46.3,3.3,1,0.5,4.8,443592,324130,14443,16868,0.0,0.0,0.0,0.0,1.0,0.78,1.78,9.21,8,15,30,46,91,11.38,,53,17,9,9,76,48,20,15,5.0,,2.0,,,,0.12,0.0,0.1,0.22,1.15,1.38,56,39,102,50,92,33,94,29,1.0,0.25
Joe Rodon,Leeds,DEF,4.1,31,1,3.9,5.7,1,0,720,2,13,0,0,0,0,0,0,2,191.6,18.3,87.0,29.7,3.0,0,0.7,7.6,649715,221307,8446,18466,0.1,-0.1,0.0,0.0,0.43,0.07,0.5,8.32,8,6,61,21,67,8.38,,31,13,282,95,77,8,82,22,,,,,,,0.05,0.0,0.01,0.06,1.04,1.62,611,160,106,38,86,38,66,22,1.0,0.25
Wilson Isidor,Sunderland,FWD,5.6,30,2,3.8,3.2,3,0,452,3,5,0,0,0,0,0,0,6,108.6,6.6,145.0,25.9,1.7,1,0.3,5.4,556921,218647,14219,44382,0.1,-0.1,0.0,0.0,1.27,0.03,1.3,6.6,5,5,4,6,15,2.99,,130,11,340,37,29,13,111,16,,,,,3.0,,0.25,0.0,0.01,0.26,1.31,1.0,132,33,208,19,96,11,102,16,1.0,0.6
Joachim Andersen,Fulham,DEF,4.5,30,1,3.8,3.8,0,0,671,1,11,0,0,0,0,0,0,2,187.8,29.3,31.0,24.8,2.3,1,0.5,6.7,389389,267048,969,31481,0.0,0.0,0.0,0.0,0.43,0.74,1.17,9.63,8,15,70,28,85,11.4,Hamstring injury - grade one - 50% chance of playing,36,15,236,70,208,56,120,38,,,,,,,0.06,0.0,0.1,0.16,1.29,1.48,401,76,142,54,94,43,92,36,1.07,0.13
Jérémy Doku,Man City,MID,6.6,30,1,3.8,7.3,0,4,443,3,2,0,0,0,0,0,0,3,116.4,198.9,157.0,47.1,4.0,0,0.6,4.5,1030467,342921,18226,84104,0.1,-0.1,0.0,0.0,0.95,1.52,2.47,4.2,5,5,1,15,21,4.27,,117,37,18,17,24,11,17,12,,,,,3.0,,0.19,0.0,0.31,0.5,0.85,0.41,52,35,74,31,97,35,54,18,1.02,0.61
Sean Longstaff,Leeds,MID,4.9,30,2,3.8,0.9,1,1,565,1,9,0,0,0,0,0,0,3,161.6,257.3,40.0,46.0,6.3,1,1.3,6.1,116343,33557,14691,5286,-0.1,0.1,0.0,0.0,0.43,0.63,1.06,5.65,6,23,13,23,59,9.4,,56,18,2,2,174,99,21,16,,,,,,,0.07,0.0,0.1,0.17,0.9,1.43,304,191,16,4,95,34,186,63,0.96,0.16
Morgan Rogers,Aston Villa,MID,6.8,29,7,3.6,5.1,1,2,711,2,8,0,0,0,0,0,0,0,125.6,122.3,107.0,35.5,5.7,0,0.8,4.3,481482,996067,23766,18984,-0.2,0.2,-0.1,0.1,0.49,0.65,1.14,10.53,8,5,11,26,42,5.32,,101,32,55,43,53,31,53,36,,,,,,,0.06,0.0,0.08,0.14,1.33,1.01,46,30,32,12,111,45,73,22,1.01,0.25
Bafodé Diakité,Bournemouth,DEF,4.5,29,3,4.1,0.5,0,0,630,3,10,0,0,0,0,1,0,2,142.8,37.8,12.0,19.4,2.7,1,0.6,6.4,76030,45468,1796,1556,0.0,0.0,0.0,0.0,0.0,0.08,0.08,10.16,7,8,57,28,65,9.29,,81,39,205,58,291,96,168,56,,,,,,,0.0,0.0,0.01,0.01,1.45,1.43,416,87,120,45,70,31,237,88,1.0,0.43
Martin Dúbravka,Burnley,GKP,4.0,29,9,3.6,34.4,0,0,720,2,15,0,0,0,33,0,0,2,250.6,0.0,0.0,25.2,4.0,1,1.0,7.2,913755,531169,37981,12300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,8,0,14,62,0,0.0,,6,1,449,22,417,10,115,1,,,,,,,0.0,4.12,0.0,0.0,2.04,1.88,615,42,67,5,105,10,5,1,1.0,0.25
Đorđe Petrović,Bournemouth,GKP,4.5,29,2,3.6,5.7,0,0,720,3,11,0,0,0,23,1,0,0,186.8,0.0,0.0,18.7,2.7,0,0.6,6.4,553948,258539,10376,11181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,8,0,15,65,0,0.0,,38,7,609,75,589,67,175,7,,,,,,,0.0,2.88,0.0,0.0,1.35,1.38,427,25,121,8,107,11,68,12,1.0,0.38
Matheus Matheus N.,Man City,DEF,5.3,28,7,4.7,0.6,1,1,423,2,3,0,0,0,0,1,0,2,113.4,64.0,23.0,20.0,8.0,1,1.5,5.3,55920,42384,11261,1585,-0.2,0.2,0.0,0.0,0.2,0.28,0.48,4.06,4,6,25,24,31,6.6,,126,58,128,30,242,72,163,55,,,,,4.0,,0.04,0.0,0.06,0.1,0.86,0.64,211,28,7,4,41,18,213,81,0.85,0.43
Michael Kayode,Brentford,DEF,4.5,28,9,3.5,0.3,0,0,706,2,11,0,0,0,0,0,0,5,144.8,146.1,14.0,30.6,4.3,0,1.0,6.2,47949,34986,1353,1271,0.0,0.0,0.0,0.0,0.02,0.99,1.01,9.85,8,15,32,32,47,5.99,,79,38,40,8,281,91,76,21,,,,,,,0.0,0.0,0.13,0.13,1.26,1.4,479,103,55,23,114,45,286,103,1.02,0.25
Matthijs De Ligt,Man Utd,DEF,5.0,28,2,3.5,2.8,0,0,720,1,12,0,0,0,0,0,0,5,153.0,42.3,46.0,24.1,4.3,0,0.9,5.6,218511,211268,10405,6282,0.0,0.0,0.0,0.0,0.89,0.45,1.34,12.7,8,15,52,24,67,8.38,,67,31,189,51,155,34,125,40,,,,,,,0.11,0.0,0.06,0.17,1.59,1.5,256,39,58,24,116,46,110,41,1.0,0.12
Kieran Trippier,Newcastle,DEF,5.0,28,1,4.0,2.7,0,0,519,4,6,0,0,0,0,0,0,2,77.6,195.3,4.0,27.6,2.3,0,0.5,5.6,186029,149041,6378,7787,0.0,0.0,0.0,0.0,0.0,0.61,0.61,3.34,6,6,14,24,20,3.47,,182,74,21,2,343,122,96,29,1.0,,1.0,,,,0.0,0.0,0.11,0.11,0.58,1.04,243,37,145,56,79,36,112,43,1.04,0.69
Dean Henderson,Crystal Palace,GKP,5.0,28,1,3.5,7.7,0,0,720,3,8,0,0,0,18,1,0,0,160.0,10.0,0.0,16.8,2.0,0,0.4,5.6,394725,330256,4452,25499,0.0,0.0,0.0,0.0,0.0,0.05,0.05,10.88,8,0,6,62,0,0.0,,58,10,329,7,684,78,198,10,,,,,,,0.0,2.25,0.01,0.01,1.36,1.0,251,10,172,16,115,13,52,10,1.0,0.38
Viktor Gyökeres,Arsenal,FWD,9.0,28,2,3.5,23.2,3,0,666,4,3,0,0,0,0,1,0,2,121.6,70.1,262.0,45.4,2.0,1,0.2,3.1,2198123,2397293,31853,257846,0.0,0.0,-0.1,0.1,3.41,0.47,3.88,3.92,8,2,6,16,24,3.24,,108,10,115,9,3,3,24,5,,,,,2.0,,0.46,0.0,0.06,0.52,0.53,0.41,6,3,190,17,117,12,14,3,1.08,0.54
Quilindschy Hartman,Burnley,DEF,4.0,27,6,3.4,0.6,0,2,717,2,13,0,0,0,0,1,0,0,171.2,123.4,29.0,32.3,4.3,0,1.1,6.8,54604,41199,4560,2049,0.0,0.0,0.0,0.0,0.13,0.7,0.83,15.68,8,18,41,17,59,7.41,,48,19,54,11,213,58,66,15,2.0,,,,,,0.02,0.0,0.09,0.11,1.97,1.63,670,185,53,21,118,47,215,82,1.0,0.25
Bukayo Saka,Arsenal,MID,10.0,27,7,4.5,14.4,2,0,436,3,1,0,0,0,0,0,0,2,130.0,194.4,140.0,46.4,5.7,0,0.6,2.7,1647402,1758375,233577,13536,0.0,0.0,0.1,-0.1,1.29,2.0,3.29,3.49,5,7,2,27,36,7.43,,93,29,22,20,32,16,19,14,1.0,,4.0,,1.0,,0.27,0.0,0.41,0.68,0.72,0.21,5,3,34,14,58,20,24,8,1.03,0.62
Harry Maguire,Man Utd,DEF,4.4,27,11,3.9,0.8,1,1,270,1,4,0,0,0,0,0,0,3,84.8,12.0,38.0,13.5,4.3,1,1.0,6.1,51675,57928,13614,1625,-0.1,0.1,0.0,0.0,0.32,0.02,0.34,6.2,3,1,22,11,23,7.67,,170,68,314,110,185,45,231,80,,,,,,,0.11,0.0,0.01,0.12,2.07,1.33,496,109,54,22,87,39,193,73,1.0,0.33
Nathan Collins,Brentford,DEF,4.9,27,9,3.4,1.2,0,0,720,2,12,0,0,0,0,3,0,2,165.2,23.8,79.0,26.9,4.0,0,0.8,5.5,51314,108643,1036,3649,-0.1,0.1,0.0,0.0,0.23,0.39,0.62,10.09,8,6,67,27,73,9.12,,51,21,254,81,81,9,101,31,,,,,,,0.03,0.0,0.05,0.08,1.26,1.5,326,55,68,28,121,49,168,60,1.0,0.25
El Hadji Malick Diouf,West Ham,DEF,4.4,27,1,3.4,3.8,0,4,675,1,17,0,0,0,0,1,0,1,159.6,122.1,40.0,32.2,3.0,0,0.7,6.1,175116,517988,7346,12783,-0.1,0.1,0.0,0.0,0.18,0.76,0.94,12.09,7,8,44,25,52,6.93,,60,26,56,12,173,43,67,16,,,,,,,0.02,0.0,0.1,0.12,1.61,2.27,582,145,107,39,119,48,91,35,0.93,0.13
Sven Botman,Newcastle,DEF,4.9,27,1,4.5,0.7,0,0,428,3,4,0,0,0,0,0,0,4,121.4,23.0,35.0,17.9,3.3,0,0.7,5.5,49570,38598,3805,2159,-0.1,0.1,0.0,0.0,0.13,0.24,0.37,4.42,5,3,42,24,45,9.46,,109,51,258,83,198,50,187,61,,,,,,,0.03,0.0,0.05,0.08,0.93,0.84,316,51,95,36,52,25,211,80,1.05,0.63
Caoimhín Kelleher,Brentford,GKP,4.5,27,6,3.4,8.0,0,0,720,2,12,0,1,0,20,1,0,0,172.6,10.0,0.0,18.3,5.7,0,1.3,6.0,247651,504653,10305,15153,0.0,0.0,0.0,0.0,0.0,0.01,0.01,10.09,8,1,8,62,0,0.0,,46,9,326,5,575,65,184,9,,,,,,,0.0,2.5,0.0,0.0,1.26,1.5,404,23,29,2,120,14,50,9,1.0,0.25
Ibrahima Konaté,Liverpool,DEF,5.4,27,3,3.4,2.8,0,0,652,2,9,0,0,0,0,2,0,3,167.6,58.6,25.0,25.2,2.3,0,0.4,5.0,219405,295125,3827,14525,-0.1,0.1,-0.1,0.1,0.61,0.31,0.92,7.54,8,13,52,20,65,8.97,,50,20,138,33,232,69,116,36,,,,,,,0.08,0.0,0.04,0.12,1.04,1.24,170,20,149,58,123,50,109,40,1.1,0.28
Sepp Van den Berg,Brentford,DEF,4.5,26,6,3.2,0.6,0,0,720,2,12,0,0,0,0,0,0,0,149.6,14.2,100.0,26.4,3.3,0,0.7,5.8,67642,55189,728,2059,0.0,0.0,0.0,0.0,0.96,0.09,1.05,10.09,8,3,62,23,65,8.12,,72,34,299,102,60,5,106,32,,,,,,,0.12,0.0,0.01,0.13,1.26,1.5,424,91,94,35,136,56,222,84,1.0,0.25
Idrissa Gana Gana,Everton,MID,5.4,26,2,3.2,0.1,1,0,684,2,8,0,0,0,0,0,0,1,106.8,68.1,61.0,23.6,2.0,0,0.4,4.8,13496,12367,738,738,-0.1,0.1,0.0,0.0,0.76,0.42,1.18,10.71,8,15,12,38,65,8.55,,131,46,119,83,118,72,130,69,,,,,,,0.1,0.0,0.06,0.16,1.41,1.05,160,101,180,85,140,56,416,139,1.05,0.26
Elliot Anderson,Nott'm Forest,MID,5.4,26,4,3.2,3.4,0,1,720,0,15,0,0,0,0,2,0,1,155.6,207.2,67.0,43.1,2.7,0,0.5,4.8,236907,544873,3641,13843,-0.1,0.1,0.0,0.0,0.63,1.01,1.64,13.85,8,22,15,64,101,12.62,,66,21,10,10,104,63,27,19,3.0,,,,,,0.08,0.0,0.13,0.21,1.73,1.88,174,107,130,62,141,57,97,32,1.0,0.0
Yehor Yarmoliuk,Brentford,MID,5.0,26,3,3.2,0.1,0,1,690,2,12,0,0,0,0,1,0,0,121.8,97.6,24.0,24.3,4.0,0,0.8,5.2,8680,6274,572,393,0.0,0.0,0.0,0.0,0.23,0.41,0.64,9.85,8,17,20,44,81,10.57,,107,35,76,55,237,130,122,65,,,,,,,0.03,0.0,0.05,0.08,1.28,1.57,282,175,71,28,139,55,492,169,1.04,0.26
Lucas Digne,Aston Villa,DEF,4.5,26,5,3.2,1.8,0,2,568,2,4,0,0,0,0,2,0,0,109.4,133.1,47.0,28.8,3.7,0,0.8,5.8,117657,128833,2689,5941,0.0,0.0,0.0,0.0,0.21,1.14,1.35,7.26,7,9,18,22,27,4.28,,128,59,47,9,153,33,87,26,7.0,,2.0,,,,0.03,0.0,0.18,0.21,1.15,0.63,392,71,77,31,135,55,140,53,1.11,0.32
Rodrigo Bentancur,Spurs,MID,5.3,26,12,3.7,0.2,1,0,495,1,7,0,0,0,0,0,0,3,114.4,63.1,39.0,21.7,6.0,1,1.1,4.9,11086,15149,3353,417,-0.2,0.2,0.0,0.0,0.2,0.38,0.58,6.95,6,13,21,32,66,12.0,,123,42,131,90,181,105,148,77,,,,,,,0.04,0.0,0.07,0.11,1.26,1.27,205,131,26,9,101,38,377,127,1.09,0.18
Alex Scott,Bournemouth,MID,5.0,26,2,3.2,0.3,1,0,514,3,5,0,0,0,0,1,0,2,100.8,93.6,31.0,22.5,2.3,0,0.5,5.2,49486,25269,1042,2167,0.0,0.0,0.0,0.0,0.39,0.28,0.67,6.06,7,16,17,25,58,10.16,,145,53,82,59,209,120,137,72,,,5.0,,,,0.07,0.0,0.05,0.12,1.06,0.88,280,173,147,69,138,54,290,100,1.23,0.53
Jan Paul Van Hecke,Brighton,DEF,4.4,26,4,3.2,1.0,1,0,720,0,11,1,0,0,0,2,0,3,229.0,13.9,66.0,31.0,6.0,1,1.4,5.9,58672,69609,8597,3099,-0.1,0.1,0.0,0.0,0.46,0.22,0.67,10.67,8,11,65,26,76,9.5,,9,4,302,105,106,18,75,20,,,,,,,0.06,0.0,0.03,0.09,1.33,1.38,534,135,20,8,134,54,172,63,1.0,0.0
Pape Matar P.M.Sarr,Spurs,MID,4.9,25,1,3.6,1.9,1,2,378,3,1,0,0,0,0,0,0,0,105.2,38.4,70.0,21.4,2.0,0,0.4,5.1,278941,363961,2108,17058,-0.1,0.1,-0.1,0.1,0.31,0.29,0.6,5.07,4,6,13,21,40,9.52,,137,48,203,130,96,57,150,78,,,,,,,0.07,0.0,0.07,0.14,1.21,0.24,340,211,167,79,108,42,134,48,0.95,0.71
Ryan Sessegnon,Fulham,MID,5.4,25,2,3.6,0.1,1,1,566,1,11,0,0,0,0,0,0,2,127.2,63.8,75.0,26.5,4.3,0,0.8,4.6,10863,5498,1848,701,-0.1,0.1,0.0,0.0,0.45,0.64,1.09,9.24,7,18,28,16,62,9.86,,97,31,129,88,87,51,105,59,,,,,,,0.07,0.0,0.1,0.17,1.47,1.75,168,105,60,24,110,44,484,164,1.11,0.16
Enzo E.Le Fée,Sunderland,MID,4.9,25,5,3.6,0.4,1,0,465,2,5,0,0,0,0,0,0,2,115.6,75.0,29.0,21.9,3.3,1,0.7,5.1,56816,54634,1242,1541,-0.1,0.1,0.0,0.0,0.83,0.26,1.09,6.31,5,17,13,27,57,11.03,,118,38,102,73,214,122,140,74,2.0,,2.0,,,,0.16,0.0,0.05,0.21,1.22,0.97,342,212,96,44,109,43,267,91,0.97,0.39
Chris Wood,Nott'm Forest,FWD,7.2,25,1,3.1,8.9,2,0,538,1,8,0,0,0,0,0,0,3,77.6,49.6,179.0,29.8,1.7,1,0.2,3.5,2128953,2873391,4345,110771,-0.3,0.3,-0.1,0.1,2.81,0.11,2.92,7.84,7,1,6,7,14,2.34,,183,15,165,15,15,8,81,14,,,,,1.0,,0.47,0.0,0.02,0.49,1.31,1.34,30,13,215,20,149,15,46,9,1.17,0.17
Josh Acheampong,Chelsea,DEF,3.9,25,14,6.2,1.6,1,0,273,2,4,0,0,0,0,0,0,5,64.8,3.5,60.0,12.9,5.3,1,1.4,6.4,320719,243539,38869,2693,-0.1,0.1,0.0,0.0,0.6,0.01,0.61,6.37,3,2,17,15,19,6.26,,211,87,357,126,119,20,237,82,,,,,,,0.2,0.0,0.0,0.2,2.1,1.32,736,238,35,12,8,4,147,57,0.99,0.66
Sandro Tonali,Newcastle,MID,5.4,25,2,3.1,1.5,0,1,674,5,5,0,0,0,0,0,0,1,125.0,207.2,68.0,40.1,3.7,0,0.7,4.6,104707,159376,8065,6207,-0.1,0.1,0.0,0.0,0.37,1.04,1.41,5.39,8,12,16,29,57,7.61,,103,34,11,11,101,61,34,24,4.0,,5.0,,,,0.05,0.0,0.14,0.19,0.72,0.67,180,111,85,38,145,59,152,53,1.07,0.67
Kyle Walker,Burnley,DEF,4.4,25,14,3.1,1.6,0,1,720,2,15,0,0,0,0,2,0,3,127.2,31.4,14.0,17.3,4.7,1,1.1,5.7,77342,129265,8052,2227,-0.1,0.1,0.0,0.0,0.12,0.35,0.47,16.3,8,12,42,41,54,6.75,,96,45,223,64,279,89,190,62,,,,,,,0.02,0.0,0.04,0.06,2.04,1.88,493,107,43,15,142,57,146,56,1.0,0.25
Eberechi Eze,Arsenal,MID,7.6,25,3,3.6,13.7,0,3,455,4,2,0,0,0,0,0,0,0,76.4,83.2,146.0,30.6,3.7,0,0.5,3.3,1382158,1029850,25918,69689,0.1,-0.1,0.0,0.0,1.36,0.87,2.23,3.28,5,4,5,18,27,5.34,,186,76,91,67,28,14,78,44,1.0,,1.0,,1.0,,0.27,0.0,0.17,0.44,0.65,0.4,21,14,90,43,112,46,27,10,0.99,0.79
Jayden Bogle,Leeds,DEF,4.5,24,1,3.0,0.2,0,1,702,2,12,0,0,0,0,2,0,0,99.0,45.9,56.0,20.1,2.3,0,0.5,5.3,13572,12530,558,1103,0.0,0.0,0.0,0.0,0.63,0.25,0.88,7.26,8,21,34,40,55,7.05,,150,64,175,46,129,23,160,54,,,,,,,0.08,0.0,0.03,0.11,0.93,1.54,411,83,143,55,154,63,345,124,1.03,0.26
Pascal Struijk,Leeds,DEF,4.5,24,0,3.0,0.4,0,0,720,2,13,0,0,0,0,1,0,2,148.8,30.5,59.0,23.9,1.3,0,0.3,5.3,29395,31006,439,2470,0.0,0.0,0.0,0.0,0.81,0.08,0.89,8.32,8,6,57,19,63,7.88,,74,36,230,67,123,21,127,41,,,,,3.0,,0.1,0.0,0.01,0.11,1.04,1.62,409,81,224,77,153,62,273,99,1.0,0.25
Gabriel Gudmundsson,Leeds,DEF,4.0,24,1,3.0,5.4,0,0,697,2,13,1,0,0,0,1,0,6,141.0,148.9,41.0,33.1,1.0,0,0.2,6.0,594774,278850,3818,19498,0.0,0.0,0.0,0.0,0.17,0.93,1.1,8.26,8,17,36,31,53,6.84,,85,40,38,7,167,38,63,13,,,,,,,0.02,0.0,0.12,0.14,1.07,1.68,641,169,238,79,150,59,70,24,1.03,0.26
Jordan Henderson,Brentford,MID,5.0,24,2,3.0,0.4,0,2,564,3,7,0,0,0,0,2,0,2,87.8,101.0,7.0,19.5,3.0,0,0.6,4.8,42731,29878,1641,2147,0.0,0.0,0.0,0.0,0.03,0.58,0.61,6.55,7,6,16,28,50,7.98,,167,68,72,52,315,168,167,86,,,,,,,0.0,0.0,0.09,0.09,1.05,1.12,242,150,111,54,159,63,257,86,1.12,0.48
Kevin Schade,Brentford,MID,7.0,24,6,3.0,0.5,1,2,662,2,8,0,0,1,0,2,0,0,110.8,86.1,178.0,37.6,3.7,0,0.5,3.4,68914,51706,2869,3637,0.0,0.0,0.0,0.0,2.05,0.55,2.6,8.23,7,15,12,22,49,6.66,,127,44,87,63,16,7,40,27,,,,,,,0.28,0.0,0.07,0.35,1.12,1.09,36,21,89,42,171,71,232,78,0.95,0.27
Benjamin Šeško,Man Utd,FWD,7.3,24,1,3.0,5.2,2,0,413,1,8,0,0,0,0,0,0,5,105.8,78.4,194.0,37.3,6.0,1,0.8,3.3,408882,836956,22399,27354,-0.2,0.2,0.0,0.0,1.6,0.15,1.75,7.96,4,3,9,10,22,4.79,,134,12,96,5,12,6,42,8,,,,,,,0.35,0.0,0.03,0.38,1.73,1.74,29,12,28,7,172,18,71,13,0.87,0.22
Emiliano Buendía,Aston Villa,MID,5.3,24,7,3.4,0.2,2,1,337,1,3,0,0,0,0,2,0,4,114.6,78.7,89.0,28.3,6.3,1,1.2,4.5,27011,23482,5169,1110,-0.2,0.2,0.0,0.0,0.76,0.61,1.37,4.11,2,12,8,18,38,10.15,,122,41,95,69,69,41,91,51,,,,,,,0.2,0.0,0.16,0.36,1.1,0.8,203,129,17,5,122,47,352,120,0.53,0.27
Dan Ndoye,Nott'm Forest,MID,5.9,24,0,3.4,1.6,1,1,493,0,8,0,0,0,0,0,0,4,95.8,103.2,70.0,27.0,1.0,0,0.2,4.1,523846,441118,443,17937,-0.1,0.1,0.0,0.0,0.15,0.64,0.79,7.36,7,6,7,21,34,6.21,,155,58,67,48,99,60,100,55,,,,,,,0.03,0.0,0.12,0.15,1.34,1.46,104,71,271,130,124,48,145,49,1.28,0.0
